path,orig,res,norm_orig,norm_res,status,denorm_res,word_diff
4687,båda modellerna är utrustade med en webbläsare från netscape,Scanmail för Lotus Notes ska släppas.,båda modellerna är utrustade med en webbläsare från netscape,scanmail för lotus notes ska släppas,hard_mismatch,Scanmail för Lotus Notes ska släppas.,9
4651,tänk dig nu att du ska försöka berätta något för en människa som lever om hundra tusen år,Dina barn och barnbarn har efterträtts av ytterligare 4 000 generationer.,tänk dig nu att du ska försöka berätta något för en människa som lever om hundra tusen år,dina barn och barnbarn har efterträtts av ytterligare fyra noll generationer,hard_mismatch,Dina barn och barnbarn har efterträtts av ytterligare fyra noll generationer.,18
4296,uppdraget skulle överlämnas till regeringen den första april nittonhundra nittioåtta för grundskolan och för övriga skolformer senast den trettioförsta januari i år,Redovisningen för grundskolan skedde i form av allmänna råd förra våren.,uppdraget skulle överlämnas till regeringen den första april nittonhundra nittioåtta för grundskolan och för övriga skolformer senast den trettioförsta januari i år,redovisningen för grundskolan skedde i form av allmänna råd förra våren,hard_mismatch,Redovisningen för grundskolan skedde i form av allmänna råd förra våren.,20
4690,detta säger carsten hansen på rad scandinavia,Advox vd Stefan Skedin,detta säger carsten hansen på rad scandinavia,advox vd stefan skedin,hard_mismatch,Advox vd Stefan Skedin,7
4237,därför är det nu man måste vara med nästa år kan vara för sent,"Taxeringsvärdena på villor och fastigheter ska enligt politiska beslut ligga stilla även nästa år, men sedan kommer de att släppas loss.",därför är det nu man måste vara med nästa år kan vara för sent,taxeringsvärdena på villor och fastigheter ska enligt politiska beslut ligga stilla även nästa år men sedan kommer de att släppas loss,hard_mismatch,"Taxeringsvärdena på villor och fastigheter ska enligt politiska beslut ligga stilla även nästa år, men sedan kommer de att släppas loss.",19
3126,det var den trettionde dagen i mehr den persiska godhetens månad och det iranska året var trettonhundra sextio,"Det var den trettionde dagen i mer, den persiska godhetens månad, och det iranska året var 1360.",det var den trettionde dagen i mehr den persiska godhetens månad och det iranska året var trettonhundra sextio,det var den trettionde dagen i mer den persiska godhetens månad och det iranska året var nittonhundra trehundrasextio,hard_mismatch,"Det var den trettionde dagen i mer, den persiska godhetens månad, och det iranska året var nittonhundra trehundrasextio.",3
4309,åh titta,Detta nybyggda bostadsområde har alltså haft den goda smaken att placera sig längs en båtkanal.,åh titta,detta nybyggda bostadsområde har alltså haft den goda smaken att placera sig längs en båtkanal,hard_mismatch,Detta nybyggda bostadsområde har alltså haft den goda smaken att placera sig längs en båtkanal.,15
1580,den nittonde juli tjugohundra tre fördes sexhundra åttioen kronor och fyrtiofem öre in på kontot,Den 19 juli 2003 fördes 681 kronor och 45 öre in på kontot.,den nittonde juli tjugohundra tre fördes sexhundra åttioen kronor och fyrtiofem öre in på kontot,den nitton juli 2003 fördes sexhundraåttioett kronor och fyrtiofem öre in på kontot,hard_mismatch,Den nitton juli 2003 fördes sexhundraåttioett kronor och fyrtiofem öre in på kontot.,5
4604,drygt sex miljoner kronor har satsats av delägarnas medel på naturhänsyn utöver vad som från tillsynsmyndigheten krävts,Er auktion kommer nu ytterligare att kosta oss sju-siffriga belopp.,drygt sex miljoner kronor har satsats av delägarnas medel på naturhänsyn utöver vad som från tillsynsmyndigheten krävts,er auktion kommer nu ytterligare att kosta oss sjusiffriga belopp,hard_mismatch,Er auktion kommer nu ytterligare att kosta oss sju-siffriga belopp.,17
4362,blått och sorgset grått,Men mannens ögon lyser.,blått och sorgset grått,men mannens ögon lyser,hard_mismatch,Men mannens ögon lyser.,4
4571,kanske greenpeace kunde ta reda på det,Skogsbolagen och industrin skulle tvingas betala oss lite bättre för vår skog.,kanske greenpeace kunde ta reda på det,skogsbolagen och industrin skulle tvingas betala oss lite bättre för vår skog,hard_mismatch,Skogsbolagen och industrin skulle tvingas betala oss lite bättre för vår skog.,12
1649,du vill föra över etthundra tjugotre kronor och nittionio öre från ditt lönekonto till konto sexhundra femtioåtta streck nittioåtta,"Du vill föra över 123,99 kr från ditt lönekonto till konto 658-98.",du vill föra över etthundra tjugotre kronor och nittionio öre från ditt lönekonto till konto sexhundra femtioåtta streck nittioåtta,du vill föra över etthundratjugotrenittionio kr från ditt lönekonto till konto sexhundrafemtioåttanittioåtta,hard_mismatch,"Du vill föra över etthundratjugotre,nittionio kr från ditt lönekonto till konto sexhundrafemtioåtta-nittioåtta.",10
4363,men mannens ögon lyser,Wenke sträcker ut den glänsande statyetten mot honom Hon vill ge honom den,men mannens ögon lyser,wenke sträcker ut den glänsande statyetten mot honom hon vill ge honom den,hard_mismatch,Wenke sträcker ut den glänsande statyetten mot honom Hon vill ge honom den,13
4925,lösningen är att satsa på varumärket,USAs regering kan inte förbjuda att krypteringsprogram publiceras på webben.,lösningen är att satsa på varumärket,usas regering kan inte förbjuda att krypteringsprogram publiceras på webben,hard_mismatch,USAs regering kan inte förbjuda att krypteringsprogram publiceras på webben.,8
4091,när konsum slog upp sina slitna portar stod sålunda sara lindh bland de andra som väntade på att dagen i någon mening skulle ta sin början i och med att klockan slog sina nio slag i lökkupolen över rådhuset,När Konsum slog upp sina slitna portar stod sålunda Sara Lind bland de andra och väntade på att dagen i någon mening skulle ta sin början i och med att klockan slog sina nioslag i lökkupolen över rådhuset.,när konsum slog upp sina slitna portar stod sålunda sara lindh bland de andra som väntade på att dagen i någon mening skulle ta sin början i och med att klockan slog sina nio slag i lökkupolen över rådhuset,när konsum slog upp sina slitna portar stod sålunda sara lind bland de andra och väntade på att dagen i någon mening skulle ta sin början i och med att klockan slog sina nioslag i lökkupolen över rådhuset,hard_mismatch,När Konsum slog upp sina slitna portar stod sålunda Sara Lind bland de andra och väntade på att dagen i någon mening skulle ta sin början i och med att klockan slog sina nioslag i lökkupolen över rådhuset.,4
5063,men det finns också risker med projektet,Betalningen sker via PostGiro.,men det finns också risker med projektet,betalningen sker via postgiro,hard_mismatch,Betalningen sker via PostGiro.,7
3684,det blir ett glas whisky när vi sätter oss ner för en timmes summering innan hans avskedsmottagning nere på stan skall börja,Det blir ett glas whisky när vi sätter oss ner för en timmesummering innan hans avskedsmottagning nere på stan ska börja.,det blir ett glas whisky när vi sätter oss ner för en timmes summering innan hans avskedsmottagning nere på stan skall börja,det blir ett glas whisky när vi sätter oss ner för en timmesummering innan hans avskedsmottagning nere på stan ska börja,hard_mismatch,Det blir ett glas whisky när vi sätter oss ner för en timmesummering innan hans avskedsmottagning nere på stan ska börja.,3
4487,och då menar jag ett samarbete som vartefter utvecklas till att gälla hela europa,"Idag så är det staten över alla breddar, men är inte stark nog att göra ens de nödvändiga satsningarna på infrastruktur.",och då menar jag ett samarbete som vartefter utvecklas till att gälla hela europa,idag så är det staten över alla breddar men är inte stark nog att göra ens de nödvändiga satsningarna på infrastruktur,hard_mismatch,"Idag så är det staten över alla breddar, men är inte stark nog att göra ens de nödvändiga satsningarna på infrastruktur.",20
4194,britterna ska också organisera två gemensamma möten mellan utbildnings- och arbetsmarknadsministrarna,"De får äran att försöka ta nya, fräscha grepp på favoritbegreppet livslångt lärande.",britterna ska också organisera två gemensamma möten mellan utbildnings och arbetsmarknadsministrarna,de får äran att försöka ta nya fräscha grepp på favoritbegreppet livslångt lärande,hard_mismatch,"De får äran att försöka ta nya, fräscha grepp på favoritbegreppet livslångt lärande.",13
4235,en eventuell sänkning av kapitalskatten skulle reducera avdragsrätten och öka boendekostnaden ytterligare,Fastighetsbeskattningskommittén har till uppgift att lösa frågan under året.,en eventuell sänkning av kapitalskatten skulle reducera avdragsrätten och öka boendekostnaden ytterligare,fastighetsbeskattningskommittén har till uppgift att lösa frågan under året,hard_mismatch,Fastighetsbeskattningskommittén har till uppgift att lösa frågan under året.,12
5138,programmet är utvecklat i nära samarbete med microsoft,Palmqvist som är vd på UB Networks i Sverige.,programmet är utvecklat i nära samarbete med microsoft,palmqvist som är vd på ub networks i sverige,hard_mismatch,Palmqvist som är vd på UB Networks i Sverige.,8
2117,eunucköverstarnas,En nyckel överstannas.,eunucköverstarnas,en nyckel överstannas,hard_mismatch,En nyckel överstannas.,3
1590,den tionde oktober nittonhundra nittiofyra sattes etthundra elvatusen tolv kronor in på kontot,Den 10 oktober 1994 sattes 111 012 kronor in på kontot.,den tionde oktober nittonhundra nittiofyra sattes etthundra elvatusen tolv kronor in på kontot,den tio oktober nittonhundra niohundranittiofyra sattes etthundraelva tolv kronor in på kontot,hard_mismatch,Den tio oktober nittonhundra niohundranittiofyra sattes etthundraelva tolv kronor in på kontot.,4
4531,småföretagen växer,Arbetslösheten är lägre än på de flesta andra håll i landet.,småföretagen växer,arbetslösheten är lägre än på de flesta andra håll i landet,hard_mismatch,Arbetslösheten är lägre än på de flesta andra håll i landet.,11
5160,andersson produktchef på telenordia,Vanliga Java-program ska kunna fungera i realtids-Java-miljön.,andersson produktchef på telenordia,vanliga javaprogram ska kunna fungera i realtidsjavamiljön,hard_mismatch,Vanliga Java-program ska kunna fungera i realtids-Java-miljön.,7
4215,en miljöanpassning på cirka fem hundra miljoner kronor gjordes nittonhundra nittiofyra till nittiosju för att uppfylla nya koncessionsvillkor från första januari nittonhundra nittiosju,Motsvarande hot om billig import av kraft från Polen som produceras med låga miljövillkor är ett nytt orosmoln.,en miljöanpassning på cirka fem hundra miljoner kronor gjordes nittonhundra nittiofyra till nittiosju för att uppfylla nya koncessionsvillkor från första januari nittonhundra nittiosju,motsvarande hot om billig import av kraft från polen som produceras med låga miljövillkor är ett nytt orosmoln,hard_mismatch,Motsvarande hot om billig import av kraft från Polen som produceras med låga miljövillkor är ett nytt orosmoln.,23
1722,saldot på kontot är sextiosextusen femhundra sextioåtta kronor,Saldot på kontot är 66 568 kronor.,saldot på kontot är sextiosextusen femhundra sextioåtta kronor,saldot på kontot är sextiosex femhundrasextioåtta kronor,hard_mismatch,Saldot på kontot är sextiosex femhundrasextioåtta kronor.,3
4872,banken sköter transaktionerna mellan konton,Lettland och Danmark,banken sköter transaktionerna mellan konton,lettland och danmark,hard_mismatch,Lettland och Danmark,5
4694,enligt standish group misslyckas projekten på många andra sätt,Både effekter och musik håller en mycket hög klass.,enligt standish group misslyckas projekten på många andra sätt,både effekter och musik håller en mycket hög klass,hard_mismatch,Både effekter och musik håller en mycket hög klass.,9
4934,gustaf ekeberg på europolitan är inne på samma linje,Science aims.,gustaf ekeberg på europolitan är inne på samma linje,science aims,hard_mismatch,Science aims.,9
4732,hielscher produktchef på cisco i usa,Men visst kommer satsningen att kosta.,hielscher produktchef på cisco i usa,men visst kommer satsningen att kosta,hard_mismatch,Men visst kommer satsningen att kosta.,6
5231,den innehåller en blandning av de lugnande örterna humle valeriana passionsblomma johannesört och citronmeliss,"Vuxna som finns till hands pratar, lyssnar, diskuterar, stöttar och informerar.",den innehåller en blandning av de lugnande örterna humle valeriana passionsblomma johannesört och citronmeliss,vuxna som finns till hands pratar lyssnar diskuterar stöttar och informerar,hard_mismatch,"Vuxna som finns till hands pratar, lyssnar, diskuterar, stöttar och informerar.",13
4205,om parternas kamp mot arbetslösheten,Det hittar du på en hemsida som EG-kommissionen nyligen lanserade.,om parternas kamp mot arbetslösheten,det hittar du på en hemsida som egkommissionen nyligen lanserade,hard_mismatch,Det hittar du på en hemsida som EG-kommissionen nyligen lanserade.,10
4763,det är den berömda säkerhetsexperten richard m,Computer Sweden har sökt Hogea för en kommentar utan resultat.,det är den berömda säkerhetsexperten richard m,computer sweden har sökt hogea för en kommentar utan resultat,hard_mismatch,Computer Sweden har sökt Hogea för en kommentar utan resultat.,10
3405,layla och miriam tar var sitt steg tillbaka och ser på varandra,Laila och Miriam tar varsitt steg tillbaka och ser på varandra.,layla och miriam tar var sitt steg tillbaka och ser på varandra,laila och miriam tar varsitt steg tillbaka och ser på varandra,hard_mismatch,Laila och Miriam tar varsitt steg tillbaka och ser på varandra.,3
1679,etthundra fyrtioåttatusen trehundra tjugofem kronor har förts över från ditt personkonto till konto sextiotvå sjuttiofem nollfem nittiofyra trehundra åttiofem,148 325 kronor har förts över från ditt personkonto till konto 62 75 05 94 385.,etthundra fyrtioåttatusen trehundra tjugofem kronor har förts över från ditt personkonto till konto sextiotvå sjuttiofem nollfem nittiofyra trehundra åttiofem,etthundrafyrtioåtta trehundratjugofem kronor har förts över från ditt personkonto till konto sextiotvå sjuttiofem fem nittiofyra trehundraåttiofem,hard_mismatch,etthundrafyrtioåtta trehundratjugofem kronor har förts över från ditt personkonto till konto sextiotvå sjuttiofem fem nittiofyra trehundraåttiofem.,7
4494,och människorna är själva på väg att medverka till den förändringen,De stärker den del av samhället som kan kallas den civila.,och människorna är själva på väg att medverka till den förändringen,de stärker den del av samhället som kan kallas den civila,hard_mismatch,De stärker den del av samhället som kan kallas den civila.,10
1687,femtiofemtusen fyrahundra femtiosju kronor har förts över från ditt lönekonto till konto åttiotvå tjugonio sexhundra sjutton streck femtiofem,55 457 kronor har förts över från ditt lönekonto till konto 82 29 617-55.,femtiofemtusen fyrahundra femtiosju kronor har förts över från ditt lönekonto till konto åttiotvå tjugonio sexhundra sjutton streck femtiofem,femtiofem fyrahundrafemtiosju kronor har förts över från ditt lönekonto till konto åttiotvå tjugonio sexhundrasjuttonfemtiofem,hard_mismatch,femtiofem fyrahundrafemtiosju kronor har förts över från ditt lönekonto till konto åttiotvå tjugonio sexhundrasjutton-femtiofem.,7
4937,och jag kände att han tog frågorna på allvar säger tony hagström,När Intel är redo vet han inte och han vill heller inte spekulera,och jag kände att han tog frågorna på allvar säger tony hagström,när intel är redo vet han inte och han vill heller inte spekulera,hard_mismatch,När Intel är redo vet han inte och han vill heller inte spekulera,12
1689,femtusen tvåhundra sextiofyra kronor och tio öre har förts över från konto sexhundra femtioåtta streck nittioåtta till konto sjuttiofyra nittio streck sju,5 264 kronor och 10 öre har förts över från konto 658-98 till konto 74-90-7.,femtusen tvåhundra sextiofyra kronor och tio öre har förts över från konto sexhundra femtioåtta streck nittioåtta till konto sjuttiofyra nittio streck sju,fem tvåhundrasextiofyra kronor och tio öre har förts över från konto sexhundrafemtioåttanittioåtta till konto sjuttiofyranittiosju,hard_mismatch,fem tvåhundrasextiofyra kronor och tio öre har förts över från konto sexhundrafemtioåtta-nittioåtta till konto sjuttiofyra-nittio-sju.,11
1608,den tolfte juli nittonhundra nittiosex fördes niohundra nittioen kronor och nitton öre ut från kontot,Den 12 juli 1996 födes 991 kronor och 19 öre ut från kontot.,den tolfte juli nittonhundra nittiosex fördes niohundra nittioen kronor och nitton öre ut från kontot,den tolv juli nittonhundra niohundranittiosex födes niohundranittioett kronor och nitton öre ut från kontot,hard_mismatch,Den tolv juli nittonhundra niohundranittiosex födes niohundranittioett kronor och nitton öre ut från kontot.,5
4662,vilket språk ska du använda,Vilka bilder och symboler?,vilket språk ska du använda,vilka bilder och symboler,hard_mismatch,Vilka bilder och symboler?,5
4807,sverige som fortsätter med att byta en del unixsystem mot nt,Ett resultat som jag är nöjd med.,sverige som fortsätter med att byta en del unixsystem mot nt,ett resultat som jag är nöjd med,hard_mismatch,Ett resultat som jag är nöjd med.,11
4511,när han hörde om våra krav tyckte björn rosengren att de var värda att fundera över,Och han började fundera.,när han hörde om våra krav tyckte björn rosengren att de var värda att fundera över,och han började fundera,hard_mismatch,Och han började fundera.,14
4814,de gamla systemen svarar inte mot eus krav,Det blev den inte.,de gamla systemen svarar inte mot eus krav,det blev den inte,hard_mismatch,Det blev den inte.,7
4606,tycker ni att det är konstigt att vi är förbannade,Var och en har rätt till sin åsikt och har rätten att försöka påverka samhällsutvecklingen.,tycker ni att det är konstigt att vi är förbannade,var och en har rätt till sin åsikt och har rätten att försöka påverka samhällsutvecklingen,hard_mismatch,Var och en har rätt till sin åsikt och har rätten att försöka påverka samhällsutvecklingen.,14
4871,därefter följer lotus ibm och scala,Banken sköter transaktionerna mellan konton.,därefter följer lotus ibm och scala,banken sköter transaktionerna mellan konton,hard_mismatch,Banken sköter transaktionerna mellan konton.,6
5272,det blev metallkrokar för paraplyer grönsaker tidningar pennor brev ja allt möjligt,"Det skreks, åts, dracks, tjoades, ropades och hojtades",det blev metallkrokar för paraplyer grönsaker tidningar pennor brev ja allt möjligt,det skreks åts dracks tjoades ropades och hojtades,hard_mismatch,"Det skreks, åts, dracks, tjoades, ropades och hojtades",11
4787,monastero personalchef för xerox datadivision i new york,är Nators stora kundbas inom framförallt näringslivet.,monastero personalchef för xerox datadivision i new york,är nators stora kundbas inom framförallt näringslivet,hard_mismatch,är Nators stora kundbas inom framförallt näringslivet.,8
4802,jag bidar min tid,Datorerna ska användas för ljudredigering.,jag bidar min tid,datorerna ska användas för ljudredigering,hard_mismatch,Datorerna ska användas för ljudredigering.,5
4229,fastighetsskatten kommer att chockhöjas år tjugohundra ett när frysningen av taxeringsvärdena upphör,Höjningen av fastighetsskatten i magkommuner ligger runt 50 %.,fastighetsskatten kommer att chockhöjas år tjugohundra ett när frysningen av taxeringsvärdena upphör,höjningen av fastighetsskatten i magkommuner ligger runt femtio,hard_mismatch,Höjningen av fastighetsskatten i magkommuner ligger runt femtio %.,12
4584,skogen är för bönderna ett bankkonto som de kan plocka ur när tiderna är dåliga,Det är inte många som skulle ha råd utan ekonomiskt stöd att låta skogen stå även om det skulle vara en så kallad gammelskog.,skogen är för bönderna ett bankkonto som de kan plocka ur när tiderna är dåliga,det är inte många som skulle ha råd utan ekonomiskt stöd att låta skogen stå även om det skulle vara en så kallad gammelskog,hard_mismatch,Det är inte många som skulle ha råd utan ekonomiskt stöd att låta skogen stå även om det skulle vara en så kallad gammelskog.,23
4481,eller till exempel i sina skolor de kan ju till stor del vara självstyrande,Det gäller till exempel det allra mesta i fråga om demokratiska beslut om skolan eller om den nära omsorgen,eller till exempel i sina skolor de kan ju till stor del vara självstyrande,det gäller till exempel det allra mesta i fråga om demokratiska beslut om skolan eller om den nära omsorgen,hard_mismatch,Det gäller till exempel det allra mesta i fråga om demokratiska beslut om skolan eller om den nära omsorgen,16
4250,man och kvinna,Barnens rättigheter måste sättas i första rummet.,man och kvinna,barnens rättigheter måste sättas i första rummet,hard_mismatch,Barnens rättigheter måste sättas i första rummet.,7
4789,consultants i karlstad,Då finns det flera sätt.,consultants i karlstad,då finns det flera sätt,hard_mismatch,Då finns det flera sätt.,5
5089,monster i gigantiska rymdskepp utplånar jordens städer,"Mycket utbildning krävs, menar Mats Brunell.",monster i gigantiska rymdskepp utplånar jordens städer,mycket utbildning krävs menar mats brunell,hard_mismatch,"Mycket utbildning krävs, menar Mats Brunell.",7
4781,nyhetsbyrån direkt,Gula sidorna finns från och med i fredags sökbart via mobiltelefonen.,nyhetsbyrån direkt,gula sidorna finns från och med i fredags sökbart via mobiltelefonen,hard_mismatch,Gula sidorna finns från och med i fredags sökbart via mobiltelefonen.,11
0642,i dag är den anklagade rentvådd,Idag är den anklagade rent vådd.,i dag är den anklagade rentvådd,idag är den anklagade rent vådd,hard_mismatch,Idag är den anklagade rent vådd.,4
4495,de stärker den del av samhället som kan kallas den civila,Det var så som folkrörelserna eller för den delen vårt eget parti växte fram en gång.,de stärker den del av samhället som kan kallas den civila,det var så som folkrörelserna eller för den delen vårt eget parti växte fram en gång,hard_mismatch,Det var så som folkrörelserna eller för den delen vårt eget parti växte fram en gång.,15
3692,han var den som de facto gjorde den kosovoalbanska sidans uppträdande vid rambouillet-förhandlingarna i början av året möjlig höll samman dess stridande viljor och manövrerade den fram till ett godkännande av utkastet till avtal,"Han var den som de facto gjorde den kosvalbanska sidans uppträdande vid Ramboji-förhandlingarna i början av året möjlig, höll samband med stridande viljor och manövrerade dem fram till ett godkännande av utkastet till avtal.",han var den som de facto gjorde den kosovoalbanska sidans uppträdande vid rambouilletförhandlingarna i början av året möjlig höll samman dess stridande viljor och manövrerade den fram till ett godkännande av utkastet till avtal,han var den som de facto gjorde den kosvalbanska sidans uppträdande vid rambojiförhandlingarna i början av året möjlig höll samband med stridande viljor och manövrerade dem fram till ett godkännande av utkastet till avtal,hard_mismatch,"Han var den som de facto gjorde den kosvalbanska sidans uppträdande vid Ramboji-förhandlingarna i början av året möjlig, höll samband med stridande viljor och manövrerade dem fram till ett godkännande av utkastet till avtal.",5
4699,boklådorna på nätet ställer alla begrepp på ända i den branschen,Förra året anställde IBM 12 av de 50 intervjuade personerna.,boklådorna på nätet ställer alla begrepp på ända i den branschen,förra året anställde ibm tolv av de femtio intervjuade personerna,hard_mismatch,Förra året anställde IBM tolv av de femtio intervjuade personerna.,11
4299,skolverket har regeringens uppdrag att se över och revidera alla kursplaner och betygskriterier under en femårsperiod,Detta kommer att ske under det närmaste året för alla kriterier.,skolverket har regeringens uppdrag att se över och revidera alla kursplaner och betygskriterier under en femårsperiod,detta kommer att ske under det närmaste året för alla kriterier,hard_mismatch,Detta kommer att ske under det närmaste året för alla kriterier.,15
1600,den tjugonde mars tjugohundra fyra fördes åttahundra femtiosjutusen tvåhundra sjuttiotvå kronor ut från kontot,Den 20 mars 2004 fördes 857 272 kronor ut från kontot.,den tjugonde mars tjugohundra fyra fördes åttahundra femtiosjutusen tvåhundra sjuttiotvå kronor ut från kontot,den tjugo mars 2004 fördes åttahundrafemtiosju tvåhundrasjuttiotvå kronor ut från kontot,hard_mismatch,Den tjugo mars 2004 fördes åttahundrafemtiosju tvåhundrasjuttiotvå kronor ut från kontot.,7
4521,och där landet som helhet blir ett land i dynamisk utveckling med stark lokal kraft och med återvunnen självkänsla,Det civila samhället bygger på nätverken mellan människorna.,och där landet som helhet blir ett land i dynamisk utveckling med stark lokal kraft och med återvunnen självkänsla,det civila samhället bygger på nätverken mellan människorna,hard_mismatch,Det civila samhället bygger på nätverken mellan människorna.,19
5027,på stureplan kommer den att lanseras,Dessutom ska föreskrifterna anpassas till de som finns inom EU.,på stureplan kommer den att lanseras,dessutom ska föreskrifterna anpassas till de som finns inom eu,hard_mismatch,Dessutom ska föreskrifterna anpassas till de som finns inom EU.,10
5090,mycket utbildning krävs menar mats brunell,Om så är fallet är testet lyckat.,mycket utbildning krävs menar mats brunell,om så är fallet är testet lyckat,hard_mismatch,Om så är fallet är testet lyckat.,7
4234,de av regeringen utlovade lättnaderna i skärgårdarna kommer sannolikt inte att genomföras och blir ändå aldrig rättvisa,En eventuell sänkning av kapitalskatten skulle reducera avdragsrätten och öka boendekostnaden ytterligare.,de av regeringen utlovade lättnaderna i skärgårdarna kommer sannolikt inte att genomföras och blir ändå aldrig rättvisa,en eventuell sänkning av kapitalskatten skulle reducera avdragsrätten och öka boendekostnaden ytterligare,hard_mismatch,En eventuell sänkning av kapitalskatten skulle reducera avdragsrätten och öka boendekostnaden ytterligare.,16
4578,med anledning av torsdagens debatt i nattöppet vill vi här påpeka att gammelskogen i njakafjäll angår oss alla och därför bör bevaras,Som Wilhelmina bor är vi stolta och glada över den skog som faktiskt finns kvar idag och som är av så högt naturvärde.,med anledning av torsdagens debatt i nattöppet vill vi här påpeka att gammelskogen i njakafjäll angår oss alla och därför bör bevaras,som wilhelmina bor är vi stolta och glada över den skog som faktiskt finns kvar idag och som är av så högt naturvärde,hard_mismatch,Som Wilhelmina bor är vi stolta och glada över den skog som faktiskt finns kvar idag och som är av så högt naturvärde.,23
1609,den tredje mars nittonhundra åttiosju sattes fyrahundra två kronor och sjuttiotvå öre in på kontot,Den 3 mars 1987 sattes 402 kronor och 72 öre in på kontot.,den tredje mars nittonhundra åttiosju sattes fyrahundra två kronor och sjuttiotvå öre in på kontot,den tre mars nittonhundra niohundraåttiosju sattes fyrahundratvå kronor och sjuttiotvå öre in på kontot,hard_mismatch,Den tre mars nittonhundra niohundraåttiosju sattes fyrahundratvå kronor och sjuttiotvå öre in på kontot.,4
1831,åttahundra nittontusen niohundra femtionio kronor har förts över från konto nollett tjugotre fyrtiofem sextiosju till ditt sparkonto,819 959 kronor har förts över från konto 01 23 45 67 till ditt sparkonto.,åttahundra nittontusen niohundra femtionio kronor har förts över från konto nollett tjugotre fyrtiofem sextiosju till ditt sparkonto,åttahundranitton niohundrafemtionio kronor har förts över från konto ett tjugotre fyrtiofem sextiosju till ditt sparkonto,hard_mismatch,åttahundranitton niohundrafemtionio kronor har förts över från konto ett tjugotre fyrtiofem sextiosju till ditt sparkonto.,5
1735,sextusen sjuhundra en kronor och sju öre har förts över från ditt sparkonto till konto nollsex trettioett streck fyrtioett trettioåtta niohundra fyrtioett,6701 kronor och 7 öre har förts över från ditt sparkonto till konto 06 31-41 38 941.,sextusen sjuhundra en kronor och sju öre har förts över från ditt sparkonto till konto nollsex trettioett streck fyrtioett trettioåtta niohundra fyrtioett,6701 kronor och sju öre har förts över från ditt sparkonto till konto sex trettioettfyrtioett trettioåtta niohundrafyrtioett,hard_mismatch,6701 kronor och sju öre har förts över från ditt sparkonto till konto sex trettioett-fyrtioett trettioåtta niohundrafyrtioett.,9
5066,en bättre mer entusiastisk kund har nog aldrig skådats,"Boken tar bland annat upp rubriksättning, formgivning och länkning.",en bättre mer entusiastisk kund har nog aldrig skådats,boken tar bland annat upp rubriksättning formgivning och länkning,hard_mismatch,"Boken tar bland annat upp rubriksättning, formgivning och länkning.",9
4552,även om vi skulle får hit några fler turister vill även turisterna ha en samhällsservice i form av post bank och affärer,För att upprätthålla samhällsservice måste vi ha folk som bor i kommunen.,även om vi skulle får hit några fler turister vill även turisterna ha en samhällsservice i form av post bank och affärer,för att upprätthålla samhällsservice måste vi ha folk som bor i kommunen,hard_mismatch,För att upprätthålla samhällsservice måste vi ha folk som bor i kommunen.,21
1709,niohundra nittioen kronor och nitton öre har förts över från ditt personkonto till konto nittiofem fyrahundra tjugotre streck tjugotvå sjuttio femtiotvå,"991,19 kronor har förts över från ditt personkonto till konto 95 423-22 70 52.",niohundra nittioen kronor och nitton öre har förts över från ditt personkonto till konto nittiofem fyrahundra tjugotre streck tjugotvå sjuttio femtiotvå,niohundranittioettnitton kronor har förts över från ditt personkonto till konto nittiofem fyrahundratjugotretjugotvå sjuttio femtiotvå,hard_mismatch,"niohundranittioett,nitton kronor har förts över från ditt personkonto till konto nittiofem fyrahundratjugotre-tjugotvå sjuttio femtiotvå.",9
5217,ju förr desto bättre säger han bara,"En budplikt kommer att sänka aktiekurserna, säger Claes Bergström.",ju förr desto bättre säger han bara,en budplikt kommer att sänka aktiekurserna säger claes bergström,hard_mismatch,"En budplikt kommer att sänka aktiekurserna, säger Claes Bergström.",8
5264,svag spansk brytning ljus hy mager stilig med en liten mustasch under en örnnäsa,"I två dygn kunde förvånade trafikanter se lejon, tigrar, leoparder, björnar samt en hyena invänta vidare transport.",svag spansk brytning ljus hy mager stilig med en liten mustasch under en örnnäsa,i två dygn kunde förvånade trafikanter se lejon tigrar leoparder björnar samt en hyena invänta vidare transport,hard_mismatch,"I två dygn kunde förvånade trafikanter se lejon, tigrar, leoparder, björnar samt en hyena invänta vidare transport.",16
1698,för vilket konto vill du få saldouppgift,För vilket konto vill du få sald och uppgift?,för vilket konto vill du få saldouppgift,för vilket konto vill du få sald och uppgift,hard_mismatch,För vilket konto vill du få sald och uppgift?,3
5084,och html är ju ändå bara en delmängd av sgml,Butikerna får också tillgång till Intels tekniska support.,och html är ju ändå bara en delmängd av sgml,butikerna får också tillgång till intels tekniska support,hard_mismatch,Butikerna får också tillgång till Intels tekniska support.,10
5004,intelligenta hushållsprodukter banar väg för nya affärsmodeller,När PMSC etablerades i Sverige fanns bara två anställda.,intelligenta hushållsprodukter banar väg för nya affärsmodeller,när pmsc etablerades i sverige fanns bara två anställda,hard_mismatch,När PMSC etablerades i Sverige fanns bara två anställda.,9
